OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,DP04_0001E,DP04_0002E,DP04_0003E,DP04_0004E,DP04_0005E,DP04_0006E,DP04_0007E,DP04_0008E,DP04_0009E,DP04_0010E,DP04_0011E,DP04_0012E,DP04_0013E,DP04_0014E,DP04_0015E,DP04_0016E,DP04_0017E,DP04_0018E,DP04_0019E,DP04_0020E,DP04_0021E,DP04_0022E,DP04_0023E,DP04_0024E,DP04_0025E,DP04_0026E,DP04_0027E,DP04_0028E,DP04_0029E,DP04_0030E,DP04_0031E,DP04_0032E,DP04_0033E,DP04_0034E,DP04_0035E,DP04_0036E,DP04_0037E,DP04_0038E,DP04_0039E,DP04_0040E,DP04_0041E,DP04_0042E,DP04_0043E,DP04_0044E,DP04_0045E,DP04_0046E,DP04_0047E,DP04_0048E,DP04_0049E,DP04_0050E,DP04_0051E,DP04_0052E,DP04_0053E,DP04_0054E,DP04_0055E,DP04_0056E,DP04_0057E,DP04_0058E,DP04_0059E,DP04_0060E,DP04_0061E,DP04_0062E,DP04_0063E,DP04_0064E,DP04_0065E,DP04_0066E,DP04_0067E,DP04_0068E,DP04_0069E,DP04_0070E,DP04_0071E,DP04_0072E,DP04_0073E,DP04_0074E,DP04_0075E,DP04_0076E,DP04_0077E,DP04_0078E,DP04_0079E,DP04_0080E,DP04_0081E,DP04_0082E,DP04_0083E,DP04_0084E,DP04_0085E,DP04_0086E,DP04_0087E,DP04_0088E,DP04_0089E,DP04_0090E,DP04_0091E,DP04_0092E,DP04_0093E,DP04_0094E,DP04_0095E,DP04_0096E,DP04_0097E,DP04_0098E,DP04_0099E,DP04_0100E,DP04_0101E,DP04_0102E,DP04_0103E,DP04_0104E,DP04_0105E,DP04_0106E,DP04_0107E,DP04_0108E,DP04_0109E,DP04_0110E,DP04_0111E,DP04_0112E,DP04_0113E,DP04_0114E,DP04_0115E,DP04_0116E,DP04_0117E,DP04_0118E,DP04_0119E,DP04_0120E,DP04_0121E,DP04_0122E,DP04_0123E,DP04_0124E,DP04_0125E,DP04_0126E,DP04_0127E,DP04_0128E,DP04_0129E,DP04_0130E,DP04_0131E,DP04_0132E,DP04_0133E,DP04_0134E,DP04_0135E,DP04_0136E,DP04_0137E,DP04_0138E,DP04_0139E,DP04_0140E,DP04_0141E,DP04_0142E,DP04_0143E,GIS_ID,SHAPEAREA,SHAPELEN
164,11,001,007406,11001007406,74.06,Census Tract 74.06,G5020,S,360152,0,+38.8555543,-076.9895582,1258,1073,185,12.3,10.9,1258,48,145,0,48,115,761,141,0,0,1258,24,96,191,0,169,0,577,59,22,120,1258,0,0,57,333,593,157,102,16,0,4.9,1258,0,70,596,536,56,0,1073,121,952,2.77,3.64,1073,132,366,262,202,90,21,1073,363,599,101,10,1073,787,24,262,0,0,0,0,0,0,1073,0,0,19,1073,994,79,0,121,0,0,0,0,74,34,13,0,278200,121,121,0,121,0,0,27,50,33,0,11,1906,0,0,0,0,0,0,0,,121,45,20,30,11,15,0,0,0,0,0,0,0,0,0,0,918,101,178,198,363,78,0,0,1469,34,741,68,17,91,53,19,493,211,ACS_Housing_DC_CensusTract_120,0,0
165,11,001,007408,11001007408,74.08,Census Tract 74.08,G5020,S,376376,0,+38.8526056,-076.9706838,1310,1035,275,0,10.5,1310,28,95,71,343,342,321,95,0,15,1310,0,0,96,50,118,71,585,182,108,100,1310,15,0,227,658,179,138,47,34,12,4.1,1310,15,322,756,157,37,23,1035,134,901,2.08,2.48,1035,136,164,352,252,66,65,1035,547,357,131,0,1035,522,0,478,0,0,0,0,0,35,1035,0,0,70,1035,1014,21,0,134,0,55,0,0,37,42,0,0,266200,134,54,80,54,0,0,30,24,0,0,0,1475,80,11,28,16,25,0,0,506,54,12,0,30,0,12,0,80,80,0,0,0,0,0,0,0,901,92,177,545,87,0,0,0,1235,0,781,121,113,13,23,45,466,120,ACS_Housing_DC_CensusTract_23,0,0
166,11,001,007404,11001007404,74.04,Census Tract 74.04,G5020,S,827054,0,+38.8503390,-076.9821013,1413,1220,193,3.6,8.7,1413,143,720,0,0,56,424,70,0,0,1413,51,154,378,197,53,143,111,149,72,105,1413,0,9,90,261,352,398,156,73,74,5.5,1413,9,162,421,512,261,48,1220,455,765,3.54,3.2,1220,149,240,311,396,67,57,1220,483,534,156,47,1220,786,11,423,0,0,0,0,0,0,1220,0,0,41,1220,1185,35,0,455,0,0,49,27,32,260,65,22,354600,455,371,84,371,0,0,8,168,174,8,13,2027,84,0,42,42,0,0,0,400,371,112,57,164,10,28,0,84,44,14,19,0,0,7,0,0,713,113,133,208,171,58,21,9,1251,52,683,102,46,52,196,26,261,82,ACS_Housing_DC_CensusTract_75,0,0
167,11,001,007403,11001007403,74.03,Census Tract 74.03,G5020,S,330204,0,+38.8484766,-076.9743666,1139,1015,124,0,6.8,1139,0,76,9,70,415,544,25,0,0,1139,79,32,36,12,52,316,350,84,120,58,1139,9,0,191,573,222,109,15,13,7,4.1,1139,9,253,693,184,0,0,1015,59,956,1.95,2.81,1015,135,214,260,269,53,84,1015,518,405,84,8,1015,339,21,532,29,0,0,0,0,94,1015,24,24,22,1015,963,52,0,59,0,0,0,5,44,3,7,0,245400,59,42,17,42,0,10,29,3,0,0,0,1145,17,0,10,0,7,0,0,,42,3,22,0,0,17,0,17,12,0,0,5,0,0,0,0,926,87,122,607,84,9,0,17,1177,30,876,163,56,42,99,60,456,80,ACS_Housing_DC_CensusTract_71,0,0
168,11,001,007409,11001007409,74.09,Census Tract 74.09,G5020,S,397785,0,+38.8452834,-076.9743268,1637,1570,67,0,1.9,1637,23,552,0,97,227,670,68,0,0,1637,0,0,198,62,16,230,461,259,307,104,1637,11,76,185,676,285,56,243,50,55,4.3,1637,23,368,779,404,41,22,1570,370,1200,2.66,2.85,1570,233,234,381,513,140,69,1570,732,676,125,37,1570,757,10,690,10,0,0,0,29,74,1570,0,0,0,1570,1505,65,0,370,9,0,10,10,229,66,46,0,273400,370,289,81,289,0,10,97,38,122,10,12,1995,81,0,25,45,0,0,11,516,289,70,23,56,47,93,0,81,61,9,0,0,0,11,0,0,1125,262,149,540,67,61,46,0,1132,75,1096,113,59,168,101,54,601,104,ACS_Housing_DC_CensusTract_24,0,0
169,11,001,007304,11001007304,73.04,Census Tract 73.04,G5020,S,1240628,11466,+38.8417979,-076.9855591,1543,1334,209,0,11.1,1543,105,388,45,220,318,403,64,0,0,1543,0,74,56,47,208,215,375,224,212,132,1543,34,13,265,399,392,157,178,32,73,4.7,1543,34,329,606,484,59,31,1334,297,1037,2.9,3.03,1334,101,167,440,271,194,161,1334,652,537,139,6,1334,586,14,696,0,0,0,0,0,38,1334,0,31,71,1334,1283,51,0,297,12,0,9,10,93,101,45,27,335000,297,252,45,252,0,0,59,128,9,31,25,1693,45,0,0,9,36,0,0,717,232,100,56,0,0,76,20,45,0,27,0,9,0,0,9,0,1013,222,315,351,114,11,0,0,955,24,1005,111,86,92,63,48,605,32,ACS_Housing_DC_CensusTract_82,0,0
170,11,001,009804,11001009804,98.04,Census Tract 98.04,G5020,S,518363,0,+38.8396610,-076.9978352,1122,1019,103,0,9.4,1122,151,211,8,31,166,535,20,0,0,1122,19,14,93,18,22,194,367,168,149,78,1122,23,35,201,319,227,137,107,35,38,4.4,1122,30,300,424,218,124,26,1019,317,702,3.03,2.54,1019,99,109,323,236,96,156,1019,434,404,159,22,1019,530,0,489,0,0,0,0,0,0,1019,15,19,66,1019,939,47,33,317,6,6,24,38,87,146,10,0,292200,317,236,81,236,0,14,30,63,65,45,19,2085,81,13,0,57,6,5,0,448,236,62,33,0,5,136,0,81,44,0,6,12,0,0,19,0,672,13,169,431,40,19,0,0,1119,30,646,24,42,109,20,102,349,56,ACS_Housing_DC_CensusTract_163,0,0
171,11,001,009803,11001009803,98.03,Census Tract 98.03,G5020,S,531060,0,+38.8358693,-077.0040833,1449,1267,182,6.8,5.2,1449,67,179,25,196,459,349,174,0,0,1449,0,64,428,40,8,102,259,284,220,44,1449,103,35,303,487,235,106,98,31,51,4.1,1449,103,531,519,192,104,0,1267,206,1061,4.21,2.05,1267,71,301,349,324,94,128,1267,617,530,80,40,1267,729,0,527,0,0,0,0,0,11,1267,21,0,10,1267,1243,24,0,206,0,0,0,0,75,131,0,0,338900,206,134,72,134,0,14,37,60,8,0,15,1583,72,11,33,9,0,0,19,,134,76,0,8,15,35,0,72,35,8,0,10,0,0,19,0,1048,174,218,468,169,19,0,0,1146,13,996,59,128,35,151,124,499,65,ACS_Housing_DC_CensusTract_173,0,0
172,11,001,009807,11001009807,98.07,Census Tract 98.07,G5020,S,1037012,0,+38.8292038,-077.0117577,1627,1367,260,4,13,1627,152,497,18,391,294,182,75,18,0,1627,81,0,130,5,42,44,208,469,477,171,1627,44,0,503,276,225,221,184,104,70,4.5,1627,44,468,642,371,59,43,1367,508,859,2.75,2.22,1367,140,238,290,276,193,230,1367,522,549,179,117,1367,920,0,388,14,0,0,0,11,34,1367,0,0,0,1367,1345,22,0,508,0,41,8,52,237,100,61,9,253800,508,276,232,276,0,33,72,116,41,0,14,1767,232,27,90,93,22,0,0,398,276,138,41,10,23,64,0,232,147,41,16,7,0,0,21,0,859,84,213,396,166,0,0,0,1114,0,824,100,17,83,144,19,461,35,ACS_Housing_DC_CensusTract_171,0,0
173,11,001,009700,11001009700,97,Census Tract 97,G5020,S,403051,6711,+38.8354183,-076.9870248,1309,1141,168,0,4.9,1309,50,568,0,0,167,376,148,0,0,1309,0,0,363,145,18,228,40,357,140,18,1309,12,82,266,303,145,226,188,76,11,4.5,1309,41,425,357,408,78,0,1141,357,784,3.68,2.29,1141,67,237,260,396,92,89,1141,453,437,168,83,1141,562,10,569,0,0,0,0,0,0,1141,6,0,7,1141,1085,49,7,357,0,10,0,40,140,167,0,0,289700,357,279,78,279,0,20,51,102,58,0,48,1879,78,9,32,19,11,0,7,346,279,139,27,55,18,40,0,78,51,9,0,0,7,0,11,0,760,270,134,199,104,0,46,7,968,24,747,95,0,105,39,83,425,37,ACS_Housing_DC_CensusTract_45,0,0
174,11,001,009801,11001009801,98.01,Census Tract 98.01,G5020,S,431384,17249,+38.8328939,-076.9963306,926,845,81,6.5,6.3,926,16,380,20,60,130,66,254,0,0,926,19,26,86,75,57,119,175,111,246,12,926,47,16,184,219,243,114,64,27,12,4.5,926,47,276,262,309,27,5,845,158,687,2.96,2.51,845,84,144,295,203,20,99,845,452,270,80,43,845,355,0,476,0,0,0,0,0,14,845,0,0,23,845,776,58,11,158,0,8,21,11,95,23,0,0,240600,158,105,53,105,0,26,46,33,0,0,0,1394,53,6,14,12,14,7,0,493,105,46,4,9,17,29,0,53,15,5,6,21,6,0,0,0,682,311,77,215,32,47,0,0,722,5,664,196,49,52,56,51,260,23,ACS_Housing_DC_CensusTract_46,0,0
175,11,001,009802,11001009802,98.02,Census Tract 98.02,G5020,S,200745,0,+38.8307312,-076.9965578,864,733,131,11.2,6.8,864,13,362,17,39,118,285,30,0,0,864,57,21,6,0,15,122,153,234,220,36,864,18,24,130,336,161,44,79,43,29,4.3,864,23,217,339,249,36,0,733,158,575,2.33,2.96,733,88,252,246,74,17,56,733,433,233,53,14,733,277,0,438,0,0,0,0,12,6,733,0,0,69,733,685,48,0,158,0,5,26,11,44,72,0,0,289100,158,130,28,130,0,2,58,57,0,0,13,1538,28,2,11,15,0,0,0,407,130,32,20,5,18,55,0,28,18,0,5,0,0,0,5,0,548,154,46,170,96,37,21,24,1250,27,442,67,38,33,18,37,249,133,ACS_Housing_DC_CensusTract_172,0,0
176,11,001,009810,11001009810,98.10,Census Tract 98.10,G5020,S,398419,14058,+38.8260370,-077.0037886,1274,1263,11,0,0.9,1274,0,19,0,396,285,446,128,0,0,1274,0,0,25,61,159,275,297,331,59,67,1274,49,41,272,617,254,33,8,0,0,3.9,1274,49,418,743,56,0,8,1263,100,1163,2,2.23,1263,159,148,608,278,35,35,1263,606,576,24,57,1263,709,24,530,0,0,0,0,0,0,1263,0,0,78,1263,1212,27,24,100,12,34,0,0,11,8,35,0,,100,66,34,66,12,0,19,0,0,0,35,,34,0,0,34,0,0,0,,66,12,0,8,0,46,0,34,34,0,0,0,0,0,0,0,1163,172,261,705,25,0,0,0,1080,0,1106,71,62,139,129,276,429,57,ACS_Housing_DC_CensusTract_145,0,0
177,11,001,009811,11001009811,98.11,Census Tract 98.11,G5020,S,467504,0,+38.8266511,-076.9984594,2099,1826,273,0,8,2099,29,287,12,291,324,726,430,0,0,2099,0,0,0,135,306,349,404,720,90,95,2099,100,145,532,575,262,308,115,42,20,4,2099,100,727,763,393,94,22,1826,248,1578,2.54,2.54,1826,69,204,731,546,136,140,1826,930,651,191,54,1826,875,25,880,0,0,0,0,0,46,1826,0,0,74,1826,1688,116,22,248,0,11,0,9,146,42,10,30,277400,248,152,96,152,0,34,44,74,0,0,0,1486,96,0,65,11,0,0,20,291,134,21,43,32,12,26,18,96,49,47,0,0,0,0,0,0,1538,174,711,522,120,0,11,0,969,40,1488,153,176,141,93,119,806,90,ACS_Housing_DC_CensusTract_150,0,0
178,11,001,010900,11001010900,109,Census Tract 109,G5020,S,2380956,2935327,+38.8132364,-077.0238475,1421,1295,126,0,8.2,1421,10,91,18,181,468,358,295,0,0,1421,0,0,0,207,15,275,341,224,152,207,1421,60,69,341,566,201,81,63,31,9,3.9,1421,89,527,624,105,45,31,1295,65,1230,2.08,2.64,1295,250,281,437,193,82,52,1295,658,503,104,30,1295,549,11,701,22,0,0,0,0,12,1295,0,18,33,1295,1230,56,9,65,0,32,0,0,0,23,10,0,,65,52,13,52,0,22,10,10,0,0,10,1350,13,0,13,0,0,0,0,,52,10,0,10,0,32,0,13,13,0,0,0,0,0,0,0,1223,83,171,782,146,34,7,0,1184,7,1168,135,152,26,150,31,674,62,ACS_Housing_DC_CensusTract_1,0,0
179,11,001,007803,11001007803,78.03,Census Tract 78.03,G5020,S,986684,3755,+38.8962674,-076.9407751,2161,1812,349,3.3,3.9,2161,498,358,164,284,245,255,357,0,0,2161,215,203,163,10,57,113,413,258,506,223,2161,60,189,547,406,212,260,215,89,183,4.2,2161,60,790,658,394,224,35,1812,641,1171,2.84,2.12,1812,263,269,486,447,136,211,1812,598,879,273,62,1812,1128,47,629,8,0,0,0,0,0,1812,0,0,20,1812,1774,0,38,641,9,0,31,51,226,250,53,21,302200,641,453,188,453,0,115,98,96,93,27,24,1564,188,19,30,83,12,44,0,536,453,175,57,21,10,190,0,188,122,19,11,0,10,17,9,0,1130,102,355,481,98,47,21,26,1087,41,1100,124,121,95,91,127,542,71,ACS_Housing_DC_CensusTract_138,0,0
